Lever position,Ship speed,Gas Turbine (GT) shaft torque (GTT) ,GT rate of revolutions (GTn),Gas Generator rate of revolutions (GGn),Starboard Propeller Torque (Ts) ,Hight Pressure (HP) Turbine exit temperature (T48) ,GT Compressor outlet air temperature (T2) ,HP Turbine exit pressure (P48) ,GT Compressor outlet air pressure (P2),GT exhaust gas pressure (Pexh) ,Turbine Injecton Control (TIC) ,Fuel flow (mf),GT Compressor decay state coefficient,GT Turbine decay state coefficient
4.16,12,14700,1550,7770,114,647,609,1.66,8.95,1.02,17.5,0.346,0.966,0.983
5.14,15,21600,1920,8490,175,715,640,2.08,11.1,1.03,25.5,0.505,0.966,0.983
6.18,18,29800,2310,8820,246,783,671,2.51,13.3,1.03,34.8,0.688,0.966,0.983
7.15,21,39000,2680,9130,332,836,694,2.97,15.6,1.04,44.7,0.884,0.966,0.983
8.21,24,51000,3090,9310,438,933,735,3.58,18.5,1.04,61,1.21,0.966,0.983
9.3,27,72800,3560,9770,645,1090,782,4.51,22.7,1.05,90.4,1.79,0.966,0.983
1.14,3,422,1350,6670,7.64,456,547,1.1,5.93,1.02,5.49,0.076,0.966,0.984
2.09,6,2940,1360,6800,24.3,513,560,1.2,6.48,1.02,14.6,0.148,0.966,0.984
3.14,9,8380,1390,7100,60.3,591,583,1.39,7.52,1.02,12.5,0.248,0.966,0.984
4.16,12,14700,1550,7770,114,646,609,1.66,8.94,1.02,17.4,0.345,0.966,0.984
5.14,15,21600,1920,8490,175,714,640,2.08,11.1,1.03,25.5,0.504,0.966,0.984
6.18,18,29800,2310,8820,246,782,670,2.51,13.3,1.03,34.7,0.687,0.966,0.984
7.15,21,39000,2680,9130,332,834,693,2.97,15.6,1.04,44.6,0.882,0.966,0.984
8.21,24,51000,3090,9310,438,932,735,3.58,18.5,1.04,60.9,1.21,0.966,0.984
9.3,27,72800,3560,9770,645,1090,782,4.51,22.7,1.05,90.3,1.79,0.966,0.984
1.14,3,1160,1380,6690,9.45,475,551,1.13,6.1,1.02,0,0.094,0.966,0.985
2.09,6,2900,1360,6810,24.6,510,560,1.2,6.47,1.02,13.6,0.144,0.966,0.985
3.14,9,8380,1390,7100,60.3,590,583,1.39,7.51,1.02,12.5,0.247,0.966,0.985
4.16,12,14700,1550,7780,114,645,609,1.66,8.93,1.02,17.4,0.344,0.966,0.985
5.14,15,21600,1920,8490,175,713,640,2.08,11.1,1.03,25.4,0.503,0.966,0.985
6.18,18,29800,2310,8820,246,781,670,2.5,13.2,1.03,34.6,0.685,0.966,0.985
7.15,21,39000,2680,9130,332,833,693,2.97,15.6,1.04,44.5,0.881,0.966,0.985
8.21,24,51000,3090,9310,438,931,735,3.58,18.5,1.04,60.8,1.2,0.966,0.985
9.3,27,72800,3560,9770,645,1090,782,4.51,22.6,1.05,90.2,1.79,0.966,0.985
1.14,3,1540,1390,6700,10.1,485,553,1.15,6.19,1.02,0,0.106,0.966,0.986
2.09,6,2850,1360,6810,25.1,506,560,1.2,6.45,1.02,12.1,0.139,0.966,0.986
3.14,9,8380,1390,7100,60.4,590,582,1.39,7.5,1.02,12.4,0.246,0.966,0.986
4.16,12,14700,1550,7780,114,644,609,1.66,8.92,1.02,17.3,0.343,0.966,0.986
5.14,15,21600,1920,8490,175,712,640,2.08,11.1,1.03,25.4,0.502,0.966,0.986
6.18,18,29800,2310,8820,246,780,670,2.5,13.2,1.03,34.5,0.684,0.966,0.986
7.15,21,39000,2680,9130,332,832,693,2.97,15.5,1.04,44.4,0.879,0.966,0.986
8.21,24,51000,3090,9310,438,930,735,3.58,18.5,1.04,60.7,1.2,0.966,0.986
9.3,27,72800,3560,9770,645,1090,782,4.5,22.6,1.05,90.1,1.78,0.966,0.986
1.14,3,2390,1410,6710,11,510,558,1.19,6.37,1.02,0,0.135,0.966,0.987
2.09,6,2830,1360,6810,25.5,504,559,1.2,6.44,1.02,11.1,0.136,0.966,0.987
3.14,9,8380,1390,7110,60.4,589,582,1.39,7.49,1.02,12.4,0.246,0.966,0.987
4.16,12,14700,1550,7780,114,643,608,1.66,8.91,1.02,17.3,0.343,0.966,0.987
5.14,15,21600,1920,8490,175,711,639,2.08,11.1,1.03,25.3,0.501,0.966,0.987
6.18,18,29800,2310,8820,246,779,670,2.5,13.2,1.03,34.5,0.683,0.966,0.987
7.15,21,39000,2680,9130,332,831,693,2.97,15.5,1.04,44.3,0.878,0.966,0.987
8.21,24,51000,3090,9310,438,929,735,3.58,18.4,1.04,60.6,1.2,0.966,0.987
9.3,27,72800,3560,9770,645,1090,781,4.5,22.6,1.05,90,1.78,0.966,0.987
1.14,3,2880,1410,6720,11.4,524,560,1.2,6.47,1.02,0,0.152,0.966,0.988
2.09,6,2850,1360,6820,25.3,505,559,1.2,6.44,1.02,11.6,0.137,0.966,0.988
3.14,9,8380,1390,7110,60.3,588,582,1.39,7.49,1.02,12.4,0.245,0.966,0.988
4.16,12,14700,1550,7780,114,642,608,1.66,8.91,1.02,17.3,0.342,0.966,0.988
5.14,15,21600,1920,8490,175,710,639,2.08,11.1,1.03,25.3,0.5,0.966,0.988
6.18,18,29800,2310,8820,246,777,670,2.5,13.2,1.03,34.4,0.681,0.966,0.988
7.15,21,39000,2680,9130,332,830,693,2.97,15.5,1.04,44.2,0.876,0.966,0.988
8.21,24,51000,3090,9310,438,928,734,3.58,18.4,1.04,60.5,1.2,0.966,0.988
9.3,27,72800,3560,9770,645,1090,781,4.5,22.6,1.05,89.9,1.78,0.966,0.988
1.14,3,3510,1420,6730,11.5,543,563,1.23,6.6,1.02,0,0.174,0.966,0.989
2.09,6,2850,1370,6820,26,502,559,1.2,6.44,1.02,9.26,0.133,0.966,0.989
3.14,9,8380,1390,7110,60.4,587,582,1.39,7.48,1.02,12.3,0.244,0.966,0.989
4.16,12,14700,1550,7780,114,642,608,1.66,8.9,1.02,17.2,0.341,0.966,0.989
5.14,15,21600,1920,8490,175,709,639,2.08,11.1,1.03,25.2,0.499,0.966,0.989
6.18,18,29800,2310,8830,246,776,669,2.5,13.2,1.03,34.3,0.68,0.966,0.989
7.15,21,39000,2680,9130,332,829,692,2.97,15.5,1.04,44.2,0.875,0.966,0.989
8.21,24,51000,3090,9310,438,927,734,3.58,18.4,1.04,60.4,1.2,0.966,0.989
9.3,27,72800,3560,9770,645,1080,781,4.5,22.5,1.05,89.8,1.78,0.966,0.989
1.14,3,4600,1410,6730,11.3,574,567,1.26,6.79,1.02,0,0.211,0.966,0.99
2.09,6,2840,1370,6820,26,501,559,1.2,6.43,1.02,9.15,0.132,0.966,0.99
3.14,9,8380,1390,7110,60.4,586,582,1.39,7.47,1.02,12.3,0.244,0.966,0.99
4.16,12,14700,1550,7790,114,641,608,1.66,8.89,1.02,17.2,0.34,0.966,0.99
5.14,15,21600,1920,8490,175,708,639,2.08,11.1,1.03,25.1,0.498,0.966,0.99
6.18,18,29800,2310,8830,246,775,669,2.5,13.2,1.03,34.3,0.678,0.966,0.99
7.15,21,39000,2680,9130,332,828,692,2.97,15.5,1.04,44.1,0.873,0.966,0.99
8.21,24,51000,3090,9310,438,926,734,3.58,18.4,1.04,60.4,1.2,0.966,0.99
9.3,27,72800,3560,9770,645,1080,781,4.5,22.5,1.05,89.7,1.78,0.966,0.99
1.14,3,5360,1410,6720,10.9,595,570,1.29,6.92,1.02,0,0.237,0.966,0.991
2.09,6,2850,1370,6830,26.1,501,559,1.2,6.43,1.02,9.16,0.131,0.966,0.991
3.14,9,8380,1390,7120,60.4,586,582,1.39,7.47,1.02,12.3,0.243,0.966,0.991
4.16,12,14700,1550,7790,114,640,608,1.66,8.88,1.02,17.1,0.339,0.966,0.991
5.14,15,21600,1920,8490,175,707,639,2.08,11,1.03,25.1,0.497,0.966,0.991
6.18,18,29800,2310,8830,246,774,669,2.5,13.2,1.03,34.2,0.677,0.966,0.991
7.15,21,39000,2680,9130,332,827,692,2.97,15.5,1.04,44,0.871,0.966,0.991
8.21,24,51000,3090,9320,438,925,734,3.57,18.4,1.04,60.3,1.19,0.966,0.991
9.3,27,72800,3560,9770,645,1080,781,4.5,22.5,1.05,89.6,1.77,0.966,0.991
1.14,3,6850,1380,6710,9.58,637,575,1.33,7.14,1.02,0,0.29,0.966,0.992
2.09,6,2930,1370,6830,27.1,500,559,1.2,6.44,1.02,6.06,0.129,0.966,0.992
3.14,9,8380,1390,7120,60.4,585,582,1.39,7.46,1.02,12.2,0.242,0.966,0.992
4.16,12,14700,1550,7790,114,639,608,1.66,8.87,1.02,17.1,0.338,0.966,0.992
5.14,15,21600,1920,8490,175,706,639,2.08,11,1.03,25,0.496,0.966,0.992
6.18,18,29800,2310,8830,246,773,669,2.5,13.2,1.03,34.1,0.675,0.966,0.992
7.15,21,39000,2680,9130,332,826,692,2.96,15.4,1.04,43.9,0.87,0.966,0.992
8.21,24,51000,3090,9320,438,924,734,3.57,18.3,1.04,60.2,1.19,0.966,0.992
9.3,27,72800,3560,9770,645,1080,781,4.5,22.5,1.05,89.5,1.77,0.966,0.992
1.14,3,7310,1360,6700,8.38,655,576,1.33,7.19,1.02,10.4,0.318,0.966,0.993
2.09,6,2930,1370,6830,27,499,559,1.2,6.43,1.02,6.11,0.128,0.966,0.993
3.14,9,8380,1390,7120,60.4,584,581,1.39,7.45,1.02,12.2,0.242,0.966,0.993
4.16,12,14700,1550,7790,114,638,607,1.66,8.86,1.02,17.1,0.338,0.966,0.993
5.14,15,21600,1920,8500,175,705,638,2.08,11,1.03,25,0.494,0.966,0.993
6.18,18,29800,2310,8830,246,772,668,2.5,13.1,1.03,34,0.674,0.966,0.993
7.15,21,39000,2680,9130,332,825,692,2.96,15.4,1.04,43.8,0.868,0.966,0.993
8.21,24,51000,3090,9320,438,923,734,3.57,18.3,1.04,60.1,1.19,0.966,0.993
9.3,27,72800,3560,9770,645,1080,781,4.5,22.4,1.05,89.4,1.77,0.966,0.993
1.14,3,7220,1350,6700,7.68,655,575,1.33,7.15,1.02,16.8,0.322,0.966,0.994
2.09,6,3010,1370,6840,27.5,500,559,1.21,6.44,1.02,4.9,0.128,0.966,0.994
3.14,9,8380,1390,7120,60.4,583,581,1.39,7.44,1.02,12.2,0.241,0.966,0.994
4.16,12,14700,1550,7790,114,637,607,1.66,8.85,1.02,17,0.337,0.966,0.994
5.14,15,21600,1920,8500,175,704,638,2.08,11,1.03,24.9,0.493,0.966,0.994
6.18,18,29800,2310,8830,246,771,668,2.5,13.1,1.03,34,0.673,0.966,0.994
7.15,21,39000,2680,9130,332,824,692,2.96,15.4,1.04,43.8,0.867,0.966,0.994
8.21,24,51000,3090,9320,438,922,734,3.57,18.3,1.04,60,1.19,0.966,0.994
9.3,27,72800,3560,9770,645,1080,780,4.5,22.4,1.05,89.3,1.77,0.966,0.994
1.14,3,6320,1330,6690,6.43,636,572,1.29,6.98,1.02,26.6,0.306,0.966,0.995
2.09,6,3110,1380,6840,28,501,560,1.21,6.46,1.02,3.51,0.129,0.966,0.995
3.14,9,8380,1390,7130,60.4,582,581,1.39,7.44,1.02,12.1,0.24,0.966,0.995
4.16,12,14700,1550,7800,114,636,607,1.66,8.84,1.02,17,0.336,0.966,0.995
5.14,15,21600,1920,8500,175,704,638,2.08,11,1.03,24.9,0.492,0.966,0.995
6.18,18,29800,2310,8830,246,770,668,2.5,13.1,1.03,33.9,0.671,0.966,0.995
7.15,21,39000,2680,9130,332,823,691,2.96,15.4,1.04,43.7,0.865,0.966,0.995
8.21,24,51000,3090,9320,438,921,733,3.57,18.3,1.04,59.9,1.19,0.966,0.995
9.3,27,72800,3560,9780,645,1080,780,4.49,22.4,1.05,89.2,1.77,0.966,0.995
1.14,3,3960,1310,6670,5.43,577,562,1.22,6.56,1.02,32.1,0.239,0.966,0.996
2.09,6,3190,1380,6850,28.3,502,560,1.21,6.47,1.02,2.85,0.13,0.966,0.996
3.14,9,8380,1390,7130,60.4,582,581,1.39,7.43,1.02,12.1,0.24,0.966,0.996
4.16,12,14700,1550,7800,114,636,607,1.66,8.83,1.02,16.9,0.335,0.966,0.996
5.14,15,21600,1920,8500,175,703,638,2.08,11,1.03,24.8,0.491,0.966,0.996
6.18,18,29800,2310,8830,246,769,668,2.5,13.1,1.03,33.8,0.67,0.966,0.996
7.15,21,39000,2680,9140,332,822,691,2.96,15.4,1.04,43.6,0.863,0.966,0.996
8.21,24,51000,3090,9320,438,920,733,3.57,18.2,1.04,59.8,1.18,0.966,0.996
9.3,27,72800,3560,9780,645,1080,780,4.49,22.3,1.05,89.1,1.76,0.966,0.996
1.14,3,2440,1310,6680,5.39,533,556,1.17,6.29,1.02,30.5,0.187,0.966,0.997
2.09,6,3190,1380,6850,28.3,502,560,1.21,6.47,1.02,3,0.129,0.966,0.997
3.14,9,8380,1390,7130,60.4,581,581,1.39,7.42,1.02,12.1,0.239,0.966,0.997
4.16,12,14700,1550,7800,114,635,607,1.66,8.83,1.02,16.9,0.334,0.966,0.997
5.14,15,21600,1920,8500,175,702,638,2.08,11,1.03,24.8,0.49,0.966,0.997
6.18,18,29800,2310,8830,246,768,668,2.5,13.1,1.03,33.8,0.668,0.966,0.997
7.15,21,39000,2680,9140,332,821,691,2.96,15.4,1.04,43.5,0.862,0.966,0.997
8.21,24,51000,3090,9320,438,918,733,3.57,18.2,1.04,59.7,1.18,0.966,0.997
9.3,27,72800,3560,9780,645,1080,780,4.49,22.3,1.05,89,1.76,0.966,0.997
1.14,3,1580,1310,6680,5.57,504,551,1.14,6.1,1.02,27.2,0.152,0.966,0.998
2.09,6,3340,1380,6850,28.8,505,560,1.22,6.48,1.02,1.3,0.132,0.966,0.998
3.14,9,8380,1390,7130,60.4,580,581,1.39,7.42,1.02,12,0.238,0.966,0.998
4.16,12,14700,1550,7800,114,634,607,1.66,8.82,1.02,16.8,0.333,0.966,0.998
5.14,15,21600,1920,8500,175,701,637,2.08,11,1.03,24.7,0.489,0.966,0.998
6.18,18,29800,2310,8830,246,767,667,2.5,13.1,1.03,33.7,0.667,0.966,0.998
7.15,21,39000,2680,9140,332,820,691,2.96,15.3,1.04,43.5,0.86,0.966,0.998
8.21,24,51000,3090,9320,438,917,733,3.57,18.2,1.04,59.6,1.18,0.966,0.998
9.3,27,72800,3560,9780,645,1080,780,4.49,22.3,1.05,88.9,1.76,0.966,0.998
1.14,3,590,1330,6690,6.27,465,546,1.11,5.89,1.02,18.2,0.1,0.966,0.999
2.09,6,3500,1380,6860,29.3,508,561,1.22,6.51,1.02,0,0.136,0.966,0.999
3.14,9,8380,1390,7140,60.4,579,581,1.39,7.41,1.02,12,0.238,0.966,0.999
4.16,12,14700,1550,7800,114,633,606,1.66,8.81,1.02,16.8,0.333,0.966,0.999
5.14,15,21600,1920,8500,175,700,637,2.08,11,1.03,24.7,0.488,0.966,0.999
6.18,18,29800,2310,8840,246,766,667,2.5,13.1,1.03,33.6,0.666,0.966,0.999
7.15,21,39000,2680,9140,332,819,691,2.96,15.3,1.04,43.4,0.859,0.966,0.999
8.21,24,51000,3090,9320,438,916,733,3.57,18.2,1.04,59.5,1.18,0.966,0.999
9.3,27,72800,3560,9780,645,1080,780,4.49,22.3,1.05,88.8,1.76,0.966,0.999
1.14,3,387,1350,6700,7.36,446,544,1.1,5.84,1.02,6.15,0.07,0.966,1
2.09,6,3670,1390,6860,29.8,512,562,1.23,6.54,1.02,0,0.142,0.966,1
3.14,9,8380,1390,7140,60.4,579,580,1.39,7.4,1.02,12,0.237,0.966,1
4.16,12,14700,1550,7810,114,632,606,1.66,8.8,1.02,16.8,0.332,0.966,1
5.14,15,21600,1920,8500,175,699,637,2.08,10.9,1.03,24.6,0.487,0.966,1
6.18,18,29800,2310,8840,246,765,667,2.5,13,1.03,33.6,0.664,0.966,1
7.15,21,39000,2680,9140,332,818,691,2.96,15.3,1.04,43.3,0.857,0.966,1
8.21,24,51000,3090,9320,438,915,733,3.57,18.2,1.04,59.4,1.18,0.966,1
9.3,27,72800,3560,9780,645,1080,780,4.49,22.2,1.05,88.7,1.76,0.966,1
1.14,3,1480,1330,6630,6.37,512,554,1.14,6.22,1.02,23.1,0.151,0.967,0.975
2.09,6,3690,1350,6770,22.6,546,565,1.22,6.68,1.02,21.5,0.189,0.967,0.975
3.14,9,8380,1390,7070,60.3,598,584,1.39,7.58,1.02,12.8,0.253,0.967,0.975
4.16,12,14700,1550,7750,114,654,610,1.66,9.02,1.02,17.8,0.352,0.967,0.975
5.14,15,21600,1920,8480,175,722,641,2.08,11.2,1.03,26,0.514,0.967,0.975
6.18,18,29800,2310,8810,246,791,672,2.51,13.4,1.03,35.3,0.699,0.967,0.975
7.15,21,39000,2680,9120,332,843,695,2.98,15.7,1.04,45.3,0.896,0.967,0.975
8.21,24,51000,3090,9310,438,941,736,3.59,18.7,1.04,61.8,1.22,0.967,0.975
9.3,27,72800,3560,9760,645,1100,783,4.52,22.9,1.05,91.2,1.81,0.967,0.975
1.14,3,651,1350,6640,7.37,472,549,1.11,6.03,1.02,10.7,0.097,0.967,0.976
2.09,6,3580,1350,6770,22.7,541,564,1.22,6.65,1.02,20.9,0.184,0.967,0.976
3.14,9,8380,1390,7080,60.3,597,584,1.39,7.58,1.02,12.8,0.253,0.967,0.976
4.16,12,14700,1550,7760,114,653,610,1.66,9.01,1.02,17.8,0.351,0.967,0.976
5.14,15,21600,1920,8480,175,721,641,2.08,11.2,1.03,25.9,0.513,0.967,0.976
6.18,18,29800,2310,8810,246,790,672,2.51,13.4,1.03,35.2,0.697,0.967,0.976
7.15,21,39000,2680,9120,332,842,694,2.97,15.7,1.04,45.2,0.895,0.967,0.976
8.21,24,51000,3090,9310,438,940,736,3.59,18.7,1.04,61.7,1.22,0.967,0.976
9.3,27,72800,3560,9760,645,1100,783,4.52,22.9,1.05,91.1,1.8,0.967,0.976
1.14,3,1080,1380,6660,9.13,478,552,1.13,6.12,1.02,1.04,0.096,0.967,0.977
2.09,6,3310,1350,6780,23.1,531,563,1.21,6.59,1.02,19.5,0.171,0.967,0.977
3.14,9,8380,1390,7080,60.3,596,584,1.39,7.57,1.02,12.7,0.252,0.967,0.977
4.16,12,14700,1550,7760,114,652,610,1.66,9.01,1.02,17.7,0.351,0.967,0.977
5.14,15,21600,1920,8480,175,720,641,2.08,11.2,1.03,25.9,0.512,0.967,0.977
6.18,18,29800,2310,8810,246,789,672,2.51,13.4,1.03,35.2,0.696,0.967,0.977
7.15,21,39000,2680,9120,332,841,694,2.97,15.7,1.04,45.1,0.893,0.967,0.977
8.21,24,51000,3090,9310,438,939,736,3.59,18.6,1.04,61.6,1.22,0.967,0.977
9.3,27,72800,3560,9760,645,1090,783,4.52,22.9,1.05,91,1.8,0.967,0.977
1.14,3,2280,1410,6690,10.9,513,558,1.18,6.4,1.02,0,0.136,0.967,0.978
2.09,6,3230,1350,6780,23.2,528,562,1.21,6.57,1.02,18.6,0.167,0.967,0.978
3.14,9,8380,1390,7080,60.3,596,583,1.39,7.56,1.02,12.7,0.251,0.967,0.978
4.16,12,14700,1550,7760,114,651,610,1.66,9,1.02,17.7,0.35,0.967,0.978
5.14,15,21600,1920,8480,175,719,641,2.08,11.2,1.03,25.8,0.511,0.967,0.978
6.18,18,29800,2310,8810,246,788,671,2.51,13.3,1.03,35.1,0.695,0.967,0.978
7.15,21,39000,2680,9130,332,840,694,2.97,15.7,1.04,45,0.891,0.967,0.978
8.21,24,51000,3090,9310,438,938,736,3.59,18.6,1.04,61.5,1.22,0.967,0.978
9.3,27,72800,3560,9760,645,1090,782,4.52,22.8,1.05,90.9,1.8,0.967,0.978
1.14,3,4320,1410,6700,11.3,574,568,1.26,6.81,1.02,0,0.207,0.967,0.979
2.09,6,3180,1350,6780,23.4,525,562,1.21,6.56,1.02,18,0.164,0.967,0.979
3.14,9,8380,1390,7080,60.3,595,583,1.39,7.55,1.02,12.7,0.251,0.967,0.979
4.16,12,14700,1550,7760,114,650,609,1.66,8.99,1.02,17.6,0.349,0.967,0.979
5.14,15,21600,1920,8480,175,718,641,2.08,11.2,1.03,25.7,0.509,0.967,0.979
6.18,18,29800,2310,8810,246,787,671,2.51,13.3,1.03,35,0.693,0.967,0.979
7.15,21,39000,2680,9130,332,839,694,2.97,15.7,1.04,44.9,0.89,0.967,0.979
8.21,24,51000,3090,9310,438,937,736,3.59,18.6,1.04,61.4,1.22,0.967,0.979
9.3,27,72800,3560,9760,645,1090,782,4.51,22.8,1.05,90.8,1.8,0.967,0.979
1.14,3,7000,1380,6680,9.19,654,577,1.33,7.24,1.02,3.32,0.308,0.967,0.98
2.09,6,3220,1350,6790,23.3,526,562,1.21,6.56,1.02,18.3,0.165,0.967,0.98
3.14,9,8380,1390,7090,60.3,594,583,1.39,7.55,1.02,12.6,0.25,0.967,0.98
4.16,12,14700,1550,7760,114,649,609,1.66,8.98,1.02,17.6,0.348,0.967,0.98
5.14,15,21600,1920,8480,175,717,640,2.08,11.2,1.03,25.7,0.508,0.967,0.98
6.18,18,29800,2310,8820,246,786,671,2.51,13.3,1.03,34.9,0.692,0.967,0.98
7.15,21,39000,2680,9130,332,838,694,2.97,15.6,1.04,44.9,0.888,0.967,0.98
8.21,24,51000,3090,9310,438,935,735,3.58,18.6,1.04,61.3,1.21,0.967,0.98
9.3,27,72800,3560,9760,645,1090,782,4.51,22.8,1.05,90.7,1.8,0.967,0.98
1.14,3,6860,1340,6660,7.18,660,576,1.31,7.17,1.02,21.5,0.326,0.967,0.981
2.09,6,3050,1350,6790,23.8,519,561,1.2,6.52,1.02,16.6,0.156,0.967,0.981
3.14,9,8380,1390,7090,60.3,593,583,1.39,7.54,1.02,12.6,0.249,0.967,0.981
4.16,12,14700,1550,7770,114,648,609,1.66,8.97,1.02,17.5,0.347,0.967,0.981
5.14,15,21600,1920,8480,175,716,640,2.08,11.2,1.03,25.6,0.507,0.967,0.981
6.18,18,29800,2310,8820,246,785,671,2.51,13.3,1.03,34.9,0.691,0.967,0.981
7.15,21,39000,2680,9130,332,837,694,2.97,15.6,1.04,44.8,0.887,0.967,0.981
8.21,24,51000,3090,9310,438,934,735,3.58,18.6,1.04,61.2,1.21,0.967,0.981
9.3,27,72800,3560,9760,645,1090,782,4.51,22.8,1.05,90.6,1.79,0.967,0.981
1.14,3,4260,1310,6640,5.64,596,566,1.23,6.71,1.02,32.3,0.257,0.967,0.982
2.09,6,3000,1350,6790,24,516,561,1.2,6.51,1.02,15.7,0.152,0.967,0.982
3.14,9,8380,1390,7090,60.3,592,583,1.39,7.53,1.02,12.6,0.249,0.967,0.982
4.16,12,14700,1550,7770,114,647,609,1.66,8.96,1.02,17.5,0.346,0.967,0.982
5.14,15,21600,1920,8480,175,715,640,2.08,11.1,1.03,25.6,0.506,0.967,0.982
6.18,18,29800,2310,8820,246,784,671,2.51,13.3,1.03,34.8,0.689,0.967,0.982
7.15,21,39000,2680,9130,332,836,693,2.97,15.6,1.04,44.7,0.885,0.967,0.982
8.21,24,51000,3090,9310,438,933,735,3.58,18.5,1.04,61.1,1.21,0.967,0.982
9.3,27,72800,3560,9760,645,1090,782,4.51,22.7,1.05,90.5,1.79,0.967,0.982
1.14,3,2170,1310,6640,5.58,534,556,1.16,6.31,1.02,30.2,0.184,0.967,0.983
2.09,6,2870,1360,6800,24.7,510,560,1.2,6.48,1.02,13.3,0.143,0.967,0.983
3.14,9,8380,1390,7090,60.3,592,583,1.39,7.52,1.02,12.5,0.248,0.967,0.983
4.16,12,14700,1550,7770,114,646,609,1.66,8.95,1.02,17.5,0.346,0.967,0.983
5.14,15,21600,1920,8490,175,714,640,2.08,11.1,1.03,25.5,0.505,0.967,0.983
6.18,18,29800,2310,8820,246,782,670,2.51,13.3,1.03,34.7,0.688,0.967,0.983
7.15,21,39000,2680,9130,332,835,693,2.97,15.6,1.04,44.6,0.883,0.967,0.983
8.21,24,51000,3090,9310,438,932,735,3.58,18.5,1.04,61,1.21,0.967,0.983
9.3,27,72800,3560,9770,645,1090,782,4.51,22.7,1.05,90.4,1.79,0.967,0.983
1.14,3,385,1340,6660,6.97,461,547,1.1,5.92,1.02,12.5,0.087,0.967,0.984
2.09,6,2860,1360,6800,25,508,560,1.2,6.47,1.02,12.5,0.141,0.967,0.984
3.14,9,8380,1390,7100,60.3,591,583,1.39,7.52,1.02,12.5,0.247,0.967,0.984
4.16,12,14700,1550,7770,114,646,609,1.66,8.94,1.02,17.4,0.345,0.967,0.984
5.14,15,21600,1920,8490,175,714,640,2.08,11.1,1.03,25.5,0.504,0.967,0.984
6.18,18,29800,2310,8820,246,781,670,2.51,13.3,1.03,34.7,0.686,0.967,0.984
7.15,21,39000,2680,9130,332,834,693,2.97,15.6,1.04,44.5,0.882,0.967,0.984
8.21,24,51000,3090,9310,438,931,735,3.58,18.5,1.04,60.9,1.21,0.967,0.984
9.3,27,72800,3560,9770,645,1090,782,4.51,22.7,1.05,90.3,1.79,0.967,0.984
1.14,3,786,1370,6680,8.61,463,549,1.12,6.01,1.02,0,0.082,0.967,0.985
2.09,6,2850,1360,6810,25.2,506,560,1.2,6.46,1.02,11.8,0.138,0.967,0.985
3.14,9,8380,1390,7100,60.3,590,582,1.39,7.51,1.02,12.5,0.247,0.967,0.985
4.16,12,14700,1550,7770,114,645,608,1.66,8.93,1.02,17.4,0.344,0.967,0.985
5.14,15,21600,1920,8490,175,713,640,2.08,11.1,1.03,25.4,0.503,0.967,0.985
6.18,18,29800,2310,8820,246,780,670,2.51,13.3,1.03,34.6,0.685,0.967,0.985
7.15,21,39000,2680,9130,332,833,693,2.97,15.6,1.04,44.5,0.88,0.967,0.985
8.21,24,51000,3090,9310,438,930,735,3.58,18.5,1.04,60.8,1.2,0.967,0.985
9.3,27,72800,3560,9770,645,1090,781,4.51,22.6,1.05,90.2,1.79,0.967,0.985
1.14,3,1180,1380,6690,9.48,474,551,1.14,6.1,1.02,0,0.094,0.967,0.986
2.09,6,2840,1360,6810,25.5,505,559,1.2,6.45,1.02,11.2,0.136,0.967,0.986
3.14,9,8380,1390,7100,60.3,589,582,1.39,7.5,1.02,12.4,0.246,0.967,0.986
4.16,12,14700,1550,7780,114,644,608,1.66,8.92,1.02,17.3,0.343,0.967,0.986
5.14,15,21600,1920,8490,175,712,639,2.08,11.1,1.03,25.3,0.502,0.967,0.986
6.18,18,29800,2310,8820,246,779,670,2.5,13.2,1.03,34.5,0.683,0.967,0.986
7.15,21,39000,2680,9130,332,832,693,2.97,15.5,1.04,44.4,0.879,0.967,0.986
8.21,24,51000,3090,9310,438,929,734,3.58,18.5,1.04,60.7,1.2,0.967,0.986
9.3,27,72800,3560,9770,645,1090,781,4.51,22.6,1.05,90.1,1.78,0.967,0.986
1.14,3,1780,1400,6700,10.4,491,554,1.16,6.24,1.02,0,0.114,0.967,0.987
2.09,6,2840,1370,6810,26.1,503,559,1.2,6.45,1.02,8.87,0.132,0.967,0.987
3.14,9,8380,1390,7100,60.3,588,582,1.39,7.49,1.02,12.4,0.245,0.967,0.987
4.16,12,14700,1550,7780,114,643,608,1.66,8.91,1.02,17.3,0.342,0.967,0.987
5.14,15,21600,1920,8490,175,711,639,2.08,11.1,1.03,25.3,0.501,0.967,0.987
6.18,18,29800,2310,8820,246,778,670,2.5,13.2,1.03,34.4,0.682,0.967,0.987
7.15,21,39000,2680,9130,332,831,693,2.97,15.5,1.04,44.3,0.877,0.967,0.987
8.21,24,51000,3090,9310,438,928,734,3.58,18.4,1.04,60.6,1.2,0.967,0.987
9.3,27,72800,3560,9770,645,1090,781,4.5,22.6,1.05,89.9,1.78,0.967,0.987
1.14,3,2850,1410,6720,11.3,523,560,1.2,6.46,1.02,0,0.151,0.967,0.988
2.09,6,2840,1370,6820,26.3,501,559,1.2,6.44,1.02,8.31,0.131,0.967,0.988
3.14,9,8380,1390,7110,60.4,588,582,1.39,7.49,1.02,12.4,0.245,0.967,0.988
